,Area,temperature,date,name,population,co2,electric_prod,agriculture,forest
982,Tunisia,1.92,1999.0,TUN,9613587.0,19660.0,931.910222479913,95260.0,6654.627
983,Turkmenistan,1.379,1999.0,TKM,4466133.0,37690.0,1411.51192765643,355400.0,41270.0
985,Ukraine,1.157,1999.0,UKR,49674000.0,305730.0,2792.10452148005,414530.0,94864.0
986,United Kingdom,1.121,1999.0,GBR,58682466.0,522750.0,6007.48441621387,172190.0,29364.0
987,Uruguay,0.018,1999.0,URY,3308005.0,6780.0,1915.35381597065,149540.0,13119.0
988,Uzbekistan,1.313,1999.0,UZB,24311650.0,116490.0,1745.95307188118,273310.0,29202.519
989,Zimbabwe,0.157,1999.0,ZWE,11822722.0,15820.0,926.859313785776,148400.0,184120.5
991,Algeria,0.91,2000.0,DZA,31042238.0,80050.0,683.294806257204,400210.0,15790.0
994,Armenia,1.109,2000.0,ARM,3069597.0,3560.0,1297.56446856053,13230.0,3326.4
995,Australia,0.122,2000.0,AUS,19153000.0,339450.0,10193.9121808594,4554690.0,1318141.0
996,Azerbaijan,1.147,2000.0,AZE,8048600.0,27690.0,2040.4790895311,47404.0,9872.2
997,Bahrain,1.189,2000.0,BHR,664610.0,15880.0,20014.7454898361,92.0,3.7
999,Belgium,1.478,2000.0,BEL,10251250.0,117270.0,8247.67711254725,13896.0,6673.0
1002,Bosnia and Herzegovina,1.53,2000.0,BIH,3751176.0,13960.0,2030.29663230944,21300.0,21116.5
1003,Brazil,0.555,2000.0,BRA,174790339.0,313670.0,1897.3531483339,2283235.0,5510886.0
1004,Brunei Darussalam,0.448,2000.0,BRN,333166.0,4720.0,7545.78798556876,100.0,3970.0
1007,Cameroon,0.456,2000.0,CMR,15513944.0,5210.0,175.261687163496,91600.0,215974.9
1010,Chile,-0.262,2000.0,CHL,15342350.0,50420.0,2499.2911776879,151100.0,158170.6
1011,Colombia,0.006,2000.0,COL,39629965.0,58340.0,845.597516929425,448590.0,627355.0
1012,Costa Rica,-0.055,2000.0,CRI,3962369.0,4950.0,1506.92679051345,18400.0,28572.2
1013,Croatia,1.609,2000.0,HRV,4468302.0,18040.0,2828.81506218693,11690.0,18850.0
1014,Cyprus,0.613,2000.0,CYP,943288.0,7130.0,3373.30698577741,1415.0,1716.1
1016,Dominican Republic,0.711,2000.0,DOM,8471317.0,18670.0,1327.77465416534,25150.0,19724.7
1018,Estonia,2.075,2000.0,EST,1396985.0,14920.0,4540.49256076479,9860.0,22388.9
1019,Ethiopia,0.6,2000.0,ETH,66224809.0,3560.0,22.755822519624,306620.0,185285.0
1021,France,1.174,2000.0,FRA,60912500.0,373120.0,7224.52698542992,298074.0,152880.0
1023,Gabon,0.222,2000.0,GAB,1228359.0,6080.0,880.035885274582,20670.0,237000.0
1024,Georgia,0.992,2000.0,GEO,4077131.0,4770.0,1574.3914041516,30000.0,27606.0
1025,Ghana,0.435,2000.0,GHA,19278850.0,5740.0,326.160533434308,139053.9,88486.1
1026,Greece,0.75,2000.0,GRC,10805808.0,94460.0,4586.32987001065,85290.0,36002.296
1028,Guatemala,0.496,2000.0,GTM,11589761.0,9420.0,332.189766467143,44650.0,42092.0
1030,Haiti,0.899,2000.0,HTI,8463802.0,1470.0,35.7995142135886,16900.0,3806.5
1031,Honduras,0.268,2000.0,HND,6574510.0,4990.0,488.40141698773,29350.0,67782.7
1032,Iceland,0.183,2000.0,ISL,281205.0,2230.0,26201.5255774257,18890.0,298.3
1033,Indonesia,0.229,2000.0,IDN,211513822.0,280650.0,390.423657513976,471770.0,1012800.0
1034,Iraq,0.878,2000.0,IRQ,23497589.0,87630.0,1240.97838293112,83000.0,8180.0
1036,Italy,1.216,2000.0,ITA,56942108.0,436300.0,5299.85647879422,156370.0,83692.5
1037,Japan,0.625,2000.0,JPN,126843000.0,1182610.0,8299.40950624,52580.0,248760.0
1038,Kazakhstan,1.51,2000.0,KAZ,14883626.0,120150.0,3169.52334061606,2153933.0,31569.258
1040,Latvia,2.011,2000.0,LVA,2367550.0,6930.0,2082.32138708792,15880.0,32410.0
1042,Libya,0.382,2000.0,LBY,5357893.0,44720.0,2221.76889310779,154500.0,2170.0
1043,Lithuania,2.015,2000.0,LTU,3499536.0,10510.0,2516.90509827589,34180.0,20200.0
1045,Malaysia,0.419,2000.0,MYS,23194252.0,124360.0,2747.05991812109,69387.0,196913.5
1051,Morocco,1.074,2000.0,MAR,28793672.0,32880.0,490.038227843951,306520.0,55065.4
1052,Myanmar,0.162,2000.0,MMR,46719698.0,9440.0,75.2573357815798,108120.0,348681.1
1054,Netherlands,1.594,2000.0,NLD,15925513.0,162100.0,6507.10592493944,19560.0,3595.0
1056,Nicaragua,0.26,2000.0,NIC,5069310.0,3770.0,344.820103722203,51410.0,53993.2
1057,Nigeria,0.595,2000.0,NGA,122283853.0,97220.0,74.4906197877164,661839.6,248930.4
1058,Norway,1.44,2000.0,NOR,4490967.0,34290.0,24993.7262954727,10420.0,121130.0
1060,Panama,0.128,2000.0,PAN,3030333.0,5280.0,1266.52747404328,22300.0,44421.4
1061,Paraguay,0.132,2000.0,PRY,5323202.0,3520.0,884.054371786004,167383.5,229916.5
1062,Philippines,0.546,2000.0,PHL,77991757.0,72100.0,499.347642597666,112340.0,73092.6
1063,Poland,1.885,2000.0,POL,38258629.0,295770.0,3256.18045539478,184130.0,90590.0
1065,Russian Federation,1.322,2000.0,RUS,146596869.0,1563850.0,5198.40570401268,2171620.0,8092685.0
1067,Saudi Arabia,0.791,2000.0,SAU,20663840.0,249660.0,5664.96836986736,1737850.0,9770.0
1071,Slovenia,1.804,2000.0,SVN,1988925.0,14540.0,5777.99565091695,5180.0,12330.0
1073,Spain,0.785,2000.0,ESP,40567864.0,293310.0,5167.80967319354,297660.0,170939.3
1075,Suriname,0.679,2000.0,SUR,470944.0,1480.0,2265.66215940749,880.0,153408.7
1076,Sweden,1.726,2000.0,SWE,8872109.0,53280.0,15681.6152732118,31530.0,281630.0
1077,Syrian Arab Republic,0.647,2000.0,SYR,16410847.0,44400.0,1064.9054250521,137110.0,4320.8
1078,Thailand,0.014,2000.0,THA,62952639.0,164490.0,1448.07273290005,198340.0,189980.0
1079,Togo,0.636,2000.0,TGO,4924406.0,1270.0,95.2399131996834,36300.0,12684.64
1081,Tunisia,1.199,2000.0,TUN,9708347.0,20700.0,976.479312080625,95510.0,6678.5
1082,Turkmenistan,1.371,2000.0,TKM,4516128.0,38510.0,1692.15752963601,355000.0,41270.0
1084,Ukraine,1.416,2000.0,UKR,49176500.0,297380.0,2778.40025215296,414060.0,95100.0
1085,United Kingdom,0.709,2000.0,GBR,58892514.0,530890.0,6114.52925918564,169640.0,29540.0
1086,Uruguay,0.296,2000.0,URY,3319734.0,5460.0,2031.18683605373,149580.0,13690.0
1087,Uzbekistan,1.387,2000.0,UZB,24650400.0,123810.0,1780.45792360367,273280.0,29614.61
1088,Zimbabwe,-0.302,2000.0,ZWE,11881482.0,13700.0,897.867791240184,150600.0,183659.8
1090,Algeria,1.946,2001.0,DZA,31451513.0,78650.0,709.091483134691,401090.0,16129.0
1093,Armenia,1.485,2001.0,ARM,3050686.0,3600.0,1269.22272564269,13280.0,3324.32
1094,Australia,0.32,2001.0,AUS,19413000.0,345640.0,10636.3776850564,4557000.0,1315873.0
1095,Azerbaijan,1.461,2001.0,AZE,8111200.0,26400.0,2106.47006608147,47456.0,9917.475
1096,Bahrain,1.281,2001.0,BHR,697550.0,16390.0,20130.4565980933,92.0,3.85
1098,Belgium,1.337,2001.0,BEL,10286570.0,118340.0,8267.18721595245,13868.0,6695.57
1101,Bosnia and Herzegovina,1.54,2001.0,BIH,3755514.0,13760.0,2068.42525417293,21260.0,21107.51
1102,Brazil,0.776,2001.0,BRA,177196051.0,319380.0,1747.93963100227,2284272.0,5471378.1
1103,Brunei Darussalam,0.541,2001.0,BRN,340037.0,4710.0,7181.57141722813,110.0,3953.0
1106,Cameroon,0.288,2001.0,CMR,15928910.0,5160.0,165.171377074765,91600.0,215277.89
1109,Chile,-0.005,2001.0,CHL,15516112.0,48430.0,2628.68687722801,151500.0,159078.8
1110,Colombia,0.467,2001.0,COL,40255956.0,58940.0,865.909134042177,417450.0,625427.29
1111,Costa Rica,0.581,2001.0,CRI,4034074.0,5420.0,1485.84284770185,18330.0,28586.18
1112,Croatia,1.588,2001.0,HRV,4299642.0,19200.0,2993.27246314926,11780.0,18885.0
1113,Cyprus,1.129,2001.0,CYP,960274.0,6990.0,3455.26381012086,1400.0,1717.33
1115,Dominican Republic,0.773,2001.0,DOM,8598599.0,18980.0,1288.23311797654,25150.0,19825.35
1117,Estonia,1.849,2001.0,EST,1388115.0,15380.0,4680.44794559529,8900.0,22486.03
1118,Ethiopia,0.742,2001.0,ETH,68159422.0,4400.0,26.5700609961158,306054.0,184555.0
1120,France,1.394,2001.0,FRA,61357432.0,376730.0,7342.25643602555,297133.0,154011.0
1122,Gabon,0.202,2001.0,GAB,1258008.0,6230.0,899.835295165055,20720.59,236949.41
1123,Georgia,1.331,2001.0,GEO,4014373.0,3520.0,1583.5598734846,30030.0,27667.8
1124,Ghana,0.559,2001.0,GHA,19756929.0,6210.0,332.035408944376,139959.58,87580.42
1125,Greece,1.395,2001.0,GRC,10862132.0,96610.0,4719.14721713932,84380.0,36303.869
1127,Guatemala,0.519,2001.0,GTM,11871565.0,9810.0,359.5987555137,44950.0,41605.4
1129,Haiti,0.711,2001.0,HTI,8608810.0,1600.0,35.196502187875,16700.0,3804.23
1130,Honduras,0.52,2001.0,HND,6751912.0,5800.0,495.415224606008,29360.0,67579.9
1131,Iceland,0.556,2001.0,ISL,284968.0,2160.0,26950.3944302518,18890.0,313.14
1132,Indonesia,0.495,2001.0,IDN,214427419.0,302060.0,411.467900940411,477000.0,1011179.2
1133,Iraq,1.175,2001.0,IRQ,24208178.0,97550.0,1240.69642911581,84900.0,8187.0
1135,Italy,1.519,2001.0,ITA,56974100.0,436570.0,5406.49172167704,155020.0,84351.29
1136,Japan,0.405,2001.0,JPN,127149000.0,1170380.0,8162.01464423629,47930.0,248850.0
1137,Kazakhstan,1.667,2001.0,KAZ,14858335.0,117440.0,3512.03550061296,2144856.0,31494.512
1139,Latvia,1.818,2001.0,LVA,2337170.0,7360.0,2213.36060278029,15810.0,32541.12
1141,Libya,1.352,2001.0,LBY,5443249.0,44450.0,2255.63813082958,154500.0,2170.0
1142,Lithuania,1.794,2001.0,LTU,3470818.0,11150.0,2695.90626762913,28960.0,20350.0
1144,Malaysia,0.593,2001.0,MYS,23709115.0,129460.0,2758.34842422419,69470.0,196169.8
1150,Morocco,1.978,2001.0,MAR,29126323.0,36270.0,524.920361557482,303700.0,55233.43
1151,Myanmar,0.607,2001.0,MMR,47225119.0,8350.0,68.3746291883351,109390.0,345253.99
1153,Netherlands,1.27,2001.0,NLD,16046180.0,167120.0,6599.2653703249,19310.0,3608.98
1155,Nicaragua,0.632,2001.0,NIC,5145367.0,3930.0,343.610086510836,51750.0,52782.03
1156,Nigeria,0.315,2001.0,NGA,125394046.0,101950.0,75.5697762555648,663472.66,247297.34
1157,Norway,0.625,2001.0,NOR,4513751.0,34720.0,25590.6894288143,10470.0,121119.0
1159,Panama,0.481,2001.0,PAN,3089641.0,6220.0,1289.14653838423,22404.0,44307.25
1160,Paraguay,0.65,2001.0,PRY,5428442.0,3610.0,870.415489379826,170804.94,226495.06
1161,Philippines,0.666,2001.0,PHL,79672869.0,70480.0,518.83408390879,111840.0,72623.06
1162,Poland,1.285,2001.0,POL,38248076.0,293630.0,3260.03326284961,177880.0,90860.0
1164,Russian Federation,0.818,2001.0,RUS,145976482.0,1567170.0,5274.3633046315,2168610.0,8098552.1
1166,Saudi Arabia,0.905,2001.0,SAU,21202646.0,254090.0,5947.27658047963,1737910.0,9770.0
1170,Slovenia,1.73,2001.0,SVN,1992060.0,15380.0,6006.34519040591,5100.0,12344.0
1172,Spain,1.381,2001.0,ESP,40850412.0,294790.0,5422.51568968264,295200.0,172390.71
1174,Suriname,0.591,2001.0,SUR,476574.0,1520.0,2358.50046372651,860.0,153367.69
1175,Sweden,1.074,2001.0,SWE,8895960.0,52500.0,16020.9803101633,31540.0,281540.0
1176,Syrian Arab Republic,1.131,2001.0,SYR,16766555.0,44730.0,1144.18257059963,137230.0,4380.8
1177,Thailand,0.623,2001.0,THA,63539190.0,173160.0,1504.75635588052,198280.0,191055.0
1178,Togo,0.791,2001.0,TGO,5062571.0,1180.0,98.9615750574165,34800.0,12655.046
1180,Tunisia,2.177,2001.0,TUN,9793915.0,21570.0,1035.3367371475,94990.0,6698.08
1181,Turkmenistan,1.591,2001.0,TKM,4564087.0,39120.0,1782.8319223538,355000.0,41270.0
1183,Ukraine,1.788,2001.0,UKR,48662400.0,300550.0,2791.76530545144,413850.0,95138.0
1184,United Kingdom,0.617,2001.0,GBR,59119673.0,545260.0,6141.98255122284,169530.0,29645.0
1185,Uruguay,1.209,2001.0,URY,3325471.0,4950.0,2001.22027827036,149620.0,14052.3
1186,Uzbekistan,1.552,2001.0,UZB,24964450.0,125700.0,1769.39608122751,273250.0,30002.749
1187,Zimbabwe,0.112,2001.0,ZWE,11923906.0,13900.0,872.029685574509,152400.0,183199.1
1189,Algeria,1.329,2002.0,DZA,31855110.0,82400.0015258789,730.808965971237,398550.0,16468.0
1192,Armenia,1.218,2002.0,ARM,3033976.0,3119.99988555908,1236.33146735505,13910.0,3322.24
1193,Australia,0.706,2002.0,AUS,19651400.0,353369.995117188,10813.1227291694,4470000.0,1313605.0
1194,Azerbaijan,1.488,2002.0,AZE,8171950.0,26180.0003051758,1996.70825200839,47449.0,9962.749
1195,Bahrain,1.629,2002.0,BHR,735140.0,17219.9993133545,20016.5954784123,92.0,4.0
1197,Belgium,1.397,2002.0,BEL,10332785.0,110849.998474121,8311.89267946638,13891.0,6718.14
1200,Bosnia and Herzegovina,1.159,2002.0,BIH,3759389.0,14560.0004196167,2092.09528463269,21230.0,21098.52
1201,Brazil,1.109,2002.0,BRA,179537523.0,317760.009765625,1806.66968430883,2285309.0,5431870.2
1202,Brunei Darussalam,0.678,2002.0,BRN,346777.0,4619.99988555908,7373.61474376905,110.0,3936.0
1205,Cameroon,0.784,2002.0,CMR,16357605.0,5130.00011444092,155.034921065767,91600.0,214580.88
1208,Chile,0.072,2002.0,CHL,15684413.0,49119.9989318848,2727.86746944243,155650.0,159987.0
1209,Colombia,0.706,2002.0,COL,40875363.0,56770.0004577637,873.26441602488,416070.0,623499.58
1210,Costa Rica,0.648,2002.0,CRI,4100922.0,5519.99998092651,1558.43003110032,18260.0,28600.16
1211,Croatia,1.258,2002.0,HRV,4302174.0,20280.0006866455,3191.40973842527,11810.0,18920.0
1212,Cyprus,0.808,2002.0,CYP,976968.0,7170.00007629395,3703.29427371214,1400.0,1718.56
1214,Dominican Republic,1.013,2002.0,DOM,8724974.0,20879.9991607666,1390.37663607937,25150.0,19926.0
1216,Estonia,1.501,2002.0,EST,1379350.0,14949.9998092651,4767.46293544061,6982.0,22583.16
1217,Ethiopia,1.126,2002.0,ETH,70142090.0,4570.00017166138,26.2324661269717,304980.0,183825.0
1219,France,1.055,2002.0,FRA,61805266.0,371019.989013672,7299.24857859199,296107.0,155142.0
1221,Gabon,0.609,2002.0,GAB,1288310.0,5960.00003814697,926.019358694724,20771.18,236898.82
1222,Georgia,1.087,2002.0,GEO,3978515.0,2960.00003814697,1653.38072119874,30040.0,27729.6
1223,Ghana,0.823,2002.0,GHA,20246376.0,7429.99982833862,305.980685135947,140865.26,86674.74
1224,Greece,0.523,2002.0,GRC,10902022.0,96599.9984741211,4909.63969803033,83430.0,36605.443
1226,Guatemala,0.794,2002.0,GTM,12147518.0,10470.0002670288,364.848193680388,45250.0,41118.8
1228,Haiti,0.966,2002.0,HTI,8754148.0,1830.00004291534,30.6140586154129,16700.0,3801.96
1229,Honduras,0.91,2002.0,HND,6929267.0,6090.00015258789,516.649163612832,30280.0,67377.1
1230,Iceland,0.761,2002.0,ISL,287523.0,2240.00000953674,27896.898682888,18870.0,327.98
1231,Indonesia,0.567,2002.0,IDN,217357790.0,305640.014648438,417.495963682737,481810.0,1009558.4
1232,Iraq,1.046,2002.0,IRQ,24931922.0,91160.0036621094,1264.92454131695,88400.0,8194.0
1234,Italy,0.915,2002.0,ITA,57059007.0,443470.001220703,5539.70383676674,152730.0,85010.08
1235,Japan,0.618,2002.0,JPN,127445000.0,1206599.97558594,8266.09910157323,47630.0,248940.0
1236,Kazakhstan,2.261,2002.0,KAZ,14858948.0,131059.997558594,3558.32727862026,2134689.0,31419.765
1238,Latvia,1.725,2002.0,LVA,2310173.0,7349.99990463257,2307.18651806596,15950.0,32672.24
1240,Libya,0.954,2002.0,LBY,5531097.0,45590.0001525879,2772.14447694553,154500.0,2170.0
1241,Lithuania,1.906,2002.0,LTU,3443067.0,11220.0002670288,2848.91348324038,28850.0,20500.0
1243,Malaysia,0.739,2002.0,MYS,24208391.0,136380.004882813,2820.55094037435,70375.0,195426.1
1249,Morocco,1.353,2002.0,MAR,29454765.0,37470.0012207031,536.008350431586,302830.0,55401.46
1250,Myanmar,0.639,2002.0,MMR,47702163.0,8300.00019073486,73.0365203774932,109250.0,341826.88
1252,Netherlands,1.527,2002.0,NLD,16148929.0,167429.992675781,6641.74076187963,19490.0,3622.96
1254,Nicaragua,0.837,2002.0,NIC,5219324.0,4059.99994277954,352.344479859844,52780.0,51570.86
1255,Nigeria,0.818,2002.0,NGA,128596079.0,92239.9978637695,104.66104491413,665105.72,245664.28
1256,Norway,1.398,2002.0,NOR,4538159.0,34369.9989318848,24620.3361318984,10460.0,121108.0
1258,Panama,0.714,2002.0,PAN,3149195.0,5409.99984741211,1324.14791716613,22378.0,44193.1
1259,Paraguay,1.109,2002.0,PRY,5531958.0,3779.99997138977,881.062365260185,195810.0,223073.62
1260,Philippines,0.563,2002.0,PHL,81365260.0,71569.9996948242,522.299074568188,111350.0,72153.52
1261,Poland,1.697,2002.0,POL,38230364.0,287320.007324219,3208.39215655912,168990.0,91130.0
1263,Russian Federation,1.592,2002.0,RUS,145306497.0,1565339.96582031,5304.41525955994,2166510.0,8104419.2
1265,Saudi Arabia,1.102,2002.0,SAU,21805322.0,272250.0,6049.34886996853,1737930.0,9770.0
1269,Slovenia,1.526,2002.0,SVN,1994530.0,15520.0004577637,6380.95190345595,5050.0,12358.0
1271,Spain,0.778,2002.0,ESP,41431558.0,312750.0,5576.5462645648,294190.0,173842.12
1273,Suriname,0.931,2002.0,SUR,482228.0,1120.00000476837,2544.43955971034,740.0,153326.68
1274,Sweden,1.57,2002.0,SWE,8924958.0,54020.0004577637,15709.4296690248,31700.0,281450.0
1275,Syrian Arab Republic,0.837,2002.0,SYR,17084628.0,44270.0004577637,1233.56505040672,137590.0,4440.8
1276,Thailand,0.619,2002.0,THA,64069093.0,184240.005493164,1617.56621090297,196890.0,192130.0
1277,Togo,0.844,2002.0,TGO,5197040.0,1340.0000333786,96.2086110555239,35050.0,12625.452
1279,Tunisia,1.441,2002.0,TUN,9871261.0,21709.9990844727,1066.12518907159,97630.0,6717.66
1280,Turkmenistan,1.832,2002.0,TKM,4610018.0,41409.9998474121,1776.34881252091,353500.0,41270.0
1282,Ukraine,1.534,2002.0,UKR,48202470.0,303940.002441406,2844.8127243272,413960.0,95176.0
1283,United Kingdom,0.997,2002.0,GBR,59370479.0,530789.978027344,6142.74983363365,169760.0,29750.0
1284,Uruguay,0.573,2002.0,URY,3326046.0,4530.00020980835,1998.76971034075,149230.0,14414.6
1285,Uzbekistan,1.816,2002.0,UZB,25271850.0,129889.999389648,1775.80984375896,270460.0,30390.888
1286,Zimbabwe,0.522,2002.0,ZWE,11954293.0,12489.9997711182,878.345544985387,154700.0,182738.4
1288,Algeria,1.668,2003.0,DZA,32264159.0,88190.0024414063,786.414423509381,399057.0,16807.0
1291,Armenia,0.201,2003.0,ARM,3017938.0,3500.0,1320.43799441871,14440.0,3320.16
1292,Australia,0.79,2003.0,AUS,19895400.0,352579.986572266,10434.8743930758,4395000.0,1311337.0
1293,Azerbaijan,-0.055,2003.0,AZE,8234100.0,28569.9996948242,2235.45985596483,47546.0,10008.024
1294,Bahrain,1.312,2003.0,BHR,778708.0,17940.0005340576,19775.0633099955,89.0,4.15
1296,Belgium,1.522,2003.0,BEL,10376133.0,115500.0,8411.90065701741,13922.0,6740.71
1299,Bosnia and Herzegovina,1.11,2003.0,BIH,3762179.0,14869.9998855591,2233.54603808059,21690.0,21089.53
1300,Brazil,1.001,2003.0,BRA,181809244.0,310809.997558594,1882.2640283351,2286346.0,5392362.3
1301,Brunei Darussalam,0.8,2003.0,BRN,353295.0,5519.99998092651,8550.92769498578,110.0,3919.0
1304,Cameroon,0.934,2003.0,CMR,16800869.0,5210.00003814697,167.134211926776,91600.0,213883.87
1307,Chile,0.264,2003.0,CHL,15849649.0,50200.0007629395,2897.79287856785,154250.0,160895.2
1308,Colombia,0.767,2003.0,COL,41483872.0,56110.0006103516,876.412886434516,420510.0,621571.87
1309,Costa Rica,0.859,2003.0,CRI,4164053.0,5800.00019073486,1643.59099175731,18290.0,28614.14
1310,Croatia,1.275,2003.0,HRV,4303399.0,21610.0006103516,3257.88986798575,11960.0,18955.0
1311,Cyprus,0.579,2003.0,CYP,993562.0,7829.99992370605,3918.22553600077,1540.0,1719.79
1313,Dominican Republic,1.183,2003.0,DOM,8850317.0,18729.9995422363,1365.26183186433,24350.0,20026.65
1315,Estonia,0.26,2003.0,EST,1370720.0,16940.0005340576,5158.60277810202,8287.0,22680.29
1316,Ethiopia,1.119,2003.0,ETH,72170581.0,5019.99998092651,28.6266228063205,316070.0,183095.0
1318,France,1.807,2003.0,FRA,62244880.0,376709.991455078,7529.55102491964,295346.0,156273.0
1320,Gabon,0.826,2003.0,GAB,1319946.0,6440.00005722046,936.401943715879,20821.77,236848.23
1321,Georgia,-0.206,2003.0,GEO,3951736.0,3160.00008583069,1749.86385730221,30060.0,27791.4
1322,Ghana,0.99,2003.0,GHA,20750308.0,7139.9998664856,217.924476108981,141770.94,85769.06
1323,Greece,0.47,2003.0,GRC,10928070.0,100220.001220703,5091.29242400534,82520.0,36907.016
1325,Guatemala,0.964,2003.0,GTM,12415334.0,10539.999961853,453.874217157589,50640.0,40632.2
1327,Haiti,1.204,2003.0,HTI,8900108.0,1809.99994277954,28.7636959012183,16700.0,3799.69
1328,Honduras,0.81,2003.0,HND,7106323.0,6730.00001907349,540.223122422102,31530.0,67174.3
1329,Iceland,1.787,2003.0,ISL,289521.0,2230.00001907349,27666.3868942149,18850.0,342.82
1330,Indonesia,0.571,2003.0,IDN,220309473.0,333890.014648438,428.855821374508,510060.0,1007937.6
1331,Iraq,0.853,2003.0,IRQ,25644503.0,81279.9987792969,1040.1059439522,86900.0,8201.0
1333,Italy,1.522,2003.0,ITA,57313203.0,462200.012207031,5652.51954248657,149070.0,85668.87
1334,Japan,0.31,2003.0,JPN,127718000.0,1214949.95117188,8164.9336820182,47360.0,249030.0
1335,Kazakhstan,0.113,2003.0,KAZ,14909019.0,146139.999389648,3768.79256777391,2130014.0,31345.019
1337,Latvia,0.252,2003.0,LVA,2287955.0,7590.00015258789,2493.93016908112,15820.0,32803.36
1339,Libya,0.994,2003.0,LBY,5620545.0,48919.9981689453,2947.75684564397,154500.0,2170.0
1340,Lithuania,0.176,2003.0,LTU,3415213.0,11229.9995422363,3087.65514771699,25410.0,20650.0
1342,Malaysia,0.754,2003.0,MYS,24698821.0,144490.005493164,2914.67353846566,71162.4,194682.4
1348,Morocco,1.851,2003.0,MAR,29782884.0,37250.0,581.642798595327,308760.0,55569.49
1349,Myanmar,0.625,2003.0,MMR,48148907.0,10489.9997711182,79.9395093226104,109820.0,338399.77
1351,Netherlands,1.201,2003.0,NLD,16225302.0,170360.000610352,6695.7151244396,19230.0,3636.94
1353,Nicaragua,0.854,2003.0,NIC,5292115.0,4559.99994277954,367.338956164029,53360.0,50359.69
1354,Nigeria,0.871,2003.0,NGA,131900634.0,101000.0,101.925211367824,666738.78,244031.22
1355,Norway,1.117,2003.0,NOR,4564855.0,37169.9981689453,23201.394129715,10400.0,121097.0
1357,Panama,0.896,2003.0,PAN,3209056.0,5530.00020980835,1359.58986069424,22352.0,44078.95
1358,Paraguay,0.759,2003.0,PRY,5632983.0,3940.00005722046,835.791622307399,193460.0,219652.18
1359,Philippines,0.653,2003.0,PHL,83051970.0,73629.997253418,555.435349697304,112400.0,71683.98
1360,Poland,0.365,2003.0,POL,38204570.0,297730.010986328,3324.47139177329,161690.0,91400.0
1362,Russian Federation,0.997,2003.0,RUS,144648618.0,1610000.0,5478.13045818384,2162770.0,8110286.3
1364,Saudi Arabia,1.005,2003.0,SAU,22456645.0,284829.986572266,6501.32733540562,1737980.0,9770.0
1368,Slovenia,1.453,2003.0,SVN,1995733.0,15409.9998474121,6578.0342360426,5100.0,12372.0
1370,Spain,1.562,2003.0,ESP,42187645.0,318660.003662109,5676.14049089491,291530.0,175293.53
1372,Suriname,1.078,2003.0,SUR,487938.0,1230.00001907349,2477.77381552574,805.0,153285.67
1373,Sweden,0.92,2003.0,SWE,8958229.0,55200.0007629395,15360.1788925021,31630.0,281360.0
1374,Syrian Arab Republic,0.516,2003.0,SYR,17415214.0,44380.0010681152,1294.21320920891,138130.0,4500.8
1375,Thailand,0.762,2003.0,THA,64549867.0,191929.992675781,1713.62088166657,195540.0,193205.0
1376,Togo,1.119,2003.0,TGO,5330629.0,1830.00004291534,102.989722226026,34800.0,12595.858
1378,Tunisia,1.884,2003.0,TUN,9945282.0,21500.0,993.536432652186,97840.0,6737.24
1379,Turkmenistan,0.085,2003.0,TKM,4655752.0,46349.9984741211,1746.22703271136,351900.0,41270.0
1381,Ukraine,-0.272,2003.0,UKR,47812949.0,330230.010986328,2997.9744608516,413550.0,95214.0
1382,United Kingdom,1.179,2003.0,GBR,59647577.0,543039.978027344,6174.55089583941,169560.0,29855.0
1383,Uruguay,0.274,2003.0,URY,3323661.0,4489.99977111816,1885.57136242234,149270.0,14776.9
1384,Uzbekistan,0.129,2003.0,UZB,25567650.0,121910.003662109,1764.45625624569,268650.0,30779.027
1385,Zimbabwe,0.444,2003.0,ZWE,11982219.0,10180.0003051758,879.636735065517,156500.0,182277.7
1387,Algeria,1.07,2004.0,DZA,32692153.0,89489.9978637695,804.107334258469,411450.0,17146.0
1390,Armenia,1.21,2004.0,ARM,3000715.0,3759.99999046326,1440.32338959215,15050.0,3318.08
1391,Australia,0.671,2004.0,AUS,20127400.0,365809.997558594,10554.8158232062,3949060.0,1309069.0
1392,Azerbaijan,1.379,2004.0,AZE,8306500.0,28309.9994659424,2281.94787214832,47549.0,10053.298
1393,Bahrain,1.437,2004.0,BHR,829846.0,17930.0003051758,18983.0402267409,87.0,4.3
1395,Belgium,1.085,2004.0,BEL,10421137.0,114019.996643066,8576.22349653402,13913.0,6763.28
1398,Bosnia and Herzegovina,0.607,2004.0,BIH,3764194.0,15569.9996948242,2321.8782028769,21694.0,21080.54
1399,Brazil,0.86,2004.0,BRA,184006479.0,328519.989013672,1956.1593806705,2287383.0,5352854.4
1400,Brunei Darussalam,0.583,2004.0,BRN,359434.0,5099.99990463257,8596.84949114441,110.0,3902.0
1403,Cameroon,0.889,2004.0,CMR,17259322.0,5119.99988555908,192.359815756378,92100.0,213186.86
1406,Chile,0.446,2004.0,CHL,16014972.0,54970.0012207031,3064.44494564212,159350.0,161803.4
1407,Colombia,0.643,2004.0,COL,42075953.0,56110.0006103516,912.183735921561,423910.0,619644.16
1408,Costa Rica,0.763,2004.0,CRI,4225156.0,5940.00005722046,1679.46461621772,18220.0,28628.12
1409,Croatia,0.666,2004.0,HRV,4304600.0,21100.0003814697,3429.35464386935,11760.0,18990.0
